,0,1
4662,"['gran historia sobre el amor , la familia , la lealtad y la traici\xf3n que seguramente se convertir\xe1 en un nuevo cl\xe1sico del g\xe9nero . ', '']",pos
4663,"['at the end of the movie , my 6-year-old nephew said , "" i guess i come from a broken family , and my uncles are all aliens , too . "" congrats disney on a job well done , i enjoyed it just as much ! ', '']",pos
4664,"[""a remarkably alluring film set in the constrictive eisenhower era about one suburban woman's yearning in the face of a loss that shatters her cheery and tranquil suburban life . "", '']",pos
4665,"['berling and b\xe9art . . . continue to impress , and isabelle huppert . . . again shows uncanny skill in getting under the skin of her characters . ', '']",pos
4666,"['uplifting , funny and wise . ', '']",pos
4667,"['remarkable for its intelligence and intensity . ', '']",pos
4668,"['the hypnotic imagery and fragmentary tale explore the connections between place and personal identity . ', '']",pos
4669,"[""brosnan is more feral in this film than i've seen him before and halle berry does her best to keep up with him . "", '']",pos
4670,"['a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film . ', '']",pos
4671,"['a funny film . ', '']",pos
4672,"[' "" on guard ! "" won\'t be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world\'s best actors , daniel auteuil , have a whale of a good time . ', '']",pos
4673,"[""the movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it weren't true . this is the stuff that disney movies are made of . "", '']",pos
4674,"['like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame . ', '']",pos
4675,"[""that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy . "", '']",pos
4676,"['while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii . ', '']",pos
4677,"[""like a poor man's you can count on me"", '']",pos
4678,"[' . . . a solid , unassuming drama . ', '']",pos
4679,"['a seriocomic debut of extravagant promise by georgian-israeli director dover kosashvili . ', '']",pos
4680,"['thanks to ice cube , benjamins feels an awful lot like friday in miami . ', '']",pos
4681,"[""though the film is static , its writer-director's heart is in the right place , his plea for democracy and civic action laudable . "", '']",pos
4682,"[""the real star of this movie is the score , as in the songs translate well to film , and it's really well directed . "", '']",pos
4683,"[""it's rare to find a film to which the adjective 'gentle' applies , but the word perfectly describes pauline & paulette . "", '']",pos
4684,"['my wife is an actress has its moments in looking at the comic effects of jealousy . in the end , though , it is only mildly amusing when it could have been so much more . ', '']",pos
4685,"['both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny . ', '']",pos
4686,"['humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way . ', '']",pos
4687,"['the more you think about the movie , the more you will probably like it . ', '']",pos
4688,"[' . . . a powerful sequel and one of the best films of the year . ', '']",pos
4689,"['for the most part , the film does hold up pretty well . ', '']",pos
4690,"[""together [time out and human resources] establish mr . cantet as france's foremost cinematic poet of the workplace . "", '']",pos
4691,"[""the filmmaker's heart is in the right place . . . "", '']",pos
4692,"['you can take the grandkids or the grandparents and never worry about anyone being bored . . . audience is a sea of constant smiles and frequent laughter . ', '']",pos
4693,"[""like these russo guys lookin' for their mamet instead found their sturges . "", '']",pos
4694,"['[a] satisfying niblet . ', '']",pos
4695,"[""there has been a string of ensemble cast romances recently . . . but peter mattei's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note . "", '']",pos
4696,"['by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject . ', '']",pos
4697,"['who is the audience for cletis tout ? anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed . ', '']",pos
4698,"['[cuar\xf3n has] created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy . ', '']",pos
4699,"['puts to rest any thought that the german film industry cannot make a delightful comedy centering on food . ', '']",pos
4700,"['poetic , heartbreaking . ', '']",pos
4701,"[""witty dialog between realistic characters showing honest emotions . it's touching and tender and proves that even in sorrow you can find humor . like blended shades of lipstick , these components combine into one terrific story with lots of laughs . "", '']",pos
4702,"[""<em>ash wednesday</em> is not edward burns' best film , but it is a good and ambitious film . and it marks him as one of the most interesting writer/directors working today . "", '']",pos
4703,"[""after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen . "", '']",pos
4704,"['the footage of the rappers at play and the prison interview with suge knight are just two of the elements that will grab you . ', '']",pos
4705,"["" . . . it's as comprehensible as any dummies guide , something even non-techies can enjoy . "", '']",pos
4706,"[""don't wait to see this terrific film with your kids -- if you don't have kids borrow some . "", '']",pos
4707,"[""moretti . . . is the rare common-man artist who's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness . "", '']",pos
4708,"[""the movie's captivating details are all in the performances , from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster . "", '']",pos
4709,"[""features fincher's characteristically startling visual style and an almost palpable sense of intensity . "", '']",pos
4710,"['precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family . anyone else seen this before ? ', '']",pos
4711,"['moore provides an invaluable service by sparking debate and encouraging thought . better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . ', '']",pos
4712,"['alternating between facetious comic parody and pulp melodrama , this smart-aleck movie . . . tosses around some intriguing questions about the difference between human and android life . ', '']",pos
4713,"['a cutesy romantic tale with a twist . ', '']",pos
4714,"['this is a gorgeous film - vivid with color , music and life . delight your senses and crash this wedding ! ', '']",pos
4715,"['a brutally dry satire of middle american numbness . ', '']",pos
4716,"['more sophisticated and literate than such pictures usually are . . . an amusing little catch . ', '']",pos
4717,"['smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country . ', '']",pos
4718,"['with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work . ', '']",pos
4719,"['a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart . ', '']",pos
4720,"["" . . . even if you've never heard of chaplin , you'll still be glued to the screen . "", '']",pos
4721,"[""you have enough finely tuned acting to compensate for the movie's failings . "", '']",pos
4722,"['as the dominant christine , sylvie testud is icily brilliant . ', '']",pos
4723,"['although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing . ', '']",pos
4724,"['the story that emerges has elements of romance , tragedy and even silent-movie comedy . ', '']",pos
4725,"['[ "" safe conduct "" ] is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . viva le resistance ! ', '']",pos
4726,"['it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times : to save their children and yet to lose them . ', '']",pos
4727,"['the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . ', '']",pos
4728,"['martyr gets royally screwed and comes back for more . ', '']",pos
4729,"['a virtual roller-coaster ride of glamour and sleaze . ', '']",pos
4730,"['an admirable , sometimes exceptional film', '']",pos
4731,"['if you like an extreme action-packed film with a hint of humor , then triple x marks the spot . ', '']",pos
4732,"[""from blushing to gushing---imamura squirts the screen in \x91warm water under a red bridge'"", '']",pos
4733,"[""if you're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , i have just one word for you -\x96 decasia"", '']",pos
4734,"['may not be a breakthrough in filmmaking , but it is unwavering and arresting . ', '']",pos
4735,"[""the film's images give a backbone to the company and provide an emotional edge to its ultimate demise . "", '']",pos
4736,"['a bodice-ripper for intellectuals . ', '']",pos
4737,"['the locations go from stark desert to gorgeous beaches . the story plays out slowly , but the characters are intriguing and realistic . ', '']",pos
4738,"['count on his movie to work at the back of your neck long after you leave the theater . ', '']",pos
4739,"['neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . ', '']",pos
4740,"['the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen is like nothing we westerners have seen before . ', '']",pos
4741,"[""a thriller made from a completist's checklist rather than with a cultist's passion . "", '']",pos
4742,"[""try as you might to scrutinize the ethics of kaufman's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment . "", '']",pos
4743,"['as quiet , patient and tenacious as mr . lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline . ', '']",pos
4744,"['though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous . ', '']",pos
4745,"['evokes the style and flash of the double-cross that made mamet\'s "" house of games "" and last fall\'s "" heist "" so much fun . ', '']",pos
4746,"['so original in its base concept that you cannot help but get caught up . ', '']",pos
4747,"[""it may be a no-brainer , but at least it's a funny no-brainer . "", '']",pos
4748,"['a lot more dimensional and complex than its sunny disposition would lead you to believe . ', '']",pos
4749,"['jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness . ', '']",pos
4750,"['underachieves only in not taking the shakespeare parallels quite far enough . ', '']",pos
4751,"['the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal . ', '']",pos
4752,"[""the creative animation work may not look as fully 'rendered' as pixar's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree . "", '']",pos
4753,"['art-house to the core , read my lips is a genre-curling crime story that revives the free-wheeling noir spirit of old french cinema . ', '']",pos
4754,"['grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length', '']",pos
4755,"['conceptually brilliant . . . plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown . ', '']",pos
4756,"[' . . . manages to deliver a fair bit of vampire fun . ', '']",pos
4757,"['drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power . ', '']",pos
4758,"['the strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting . ', '']",pos
4759,"['the performances are strong , though the subject matter demands acting that borders on hammy at times . ', '']",pos
4760,"['a damn fine and a truly distinctive and a deeply pertinent film . ', '']",pos
4761,"['still rapturous after all these years , cinema paradiso stands as one of the great films about movie love . ', '']",pos
4762,"['reggio and glass put on an intoxicating show . ', '']",pos
4763,"[""macdowell . . . gives give a solid , anguished performance that eclipses nearly everything else she's ever done . "", '']",pos
4764,"[""the thing about guys like evans is this : you're never quite sure where self-promotion ends and the truth begins . but as you watch the movie , you're too interested to care . "", '']",pos
4765,"['i liked a lot of the smaller scenes . ', '']",pos
4766,"['the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses . ', '']",pos
4767,"[""an eye-boggling blend of psychedelic devices , special effects and backgrounds , 'spy kids 2' is a visual treat for all audiences . "", '']",pos
4768,"['formuliac , but fun . ', '']",pos
4769,"['straightforward and old-fashioned in the best possible senses of both those words , possession is a movie that puts itself squarely in the service of the lovers who inhabit it . ', '']",pos
4770,"['it may . . . work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns . ', '']",pos
4771,"['one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then . ', '']",pos
4772,"['this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked . ', '']",pos
4773,"[""far more successful , if considerably less ambitious , than last year's kubrick-meets-spielberg exercise . "", '']",pos
4774,"['apart from anything else , this is one of the best-sustained ideas i have ever seen on the screen . ', '']",pos
4775,"[""'pocas veces es posible ver un elenco tan compenetrado con la historia , donde todos y cada uno de los actores ofrecen actuaciones verdaderamente memorables . '"", '']",pos
4776,"['elling builds gradually until you feel fully embraced by this gentle comedy . ', '']",pos
4777,"['a fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman . ', '']",pos
4778,"[""here is a vh1 behind the music special that has something a little more special behind it : music that didn't sell many records but helped change a nation . "", '']",pos
4779,"['buy popcorn . take nothing seriously and enjoy the ride . ', '']",pos
4780,"['carrying off a spot-on scottish burr , duvall ( also a producer ) peels layers from this character that may well not have existed on paper . ', '']",pos
4781,"[""the acting , for the most part , is terrific , although the actors must struggle with the fact that they're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans . "", '']",pos
4782,"[""some body will take you places you haven't been , and also places you have . "", '']",pos
4783,"['veret\xe9 has a whip-smart sense of narrative bluffs . ', '']",pos
4784,"[""parts of the film feel a bit too much like an infomercial for ram dass's latest book aimed at the boomer demographic . but mostly it's a work that , with humor , warmth , and intelligence , captures a life interestingly lived . "", '']",pos
4785,"[""were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich's world traveler might have been one of the more daring and surprising american movies of the year . "", '']",pos
4786,"[' "" home movie "" is the film equivalent of a lovingly rendered coffee table book . ', '']",pos
4787,"[""graphic sex may be what's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake . "", '']",pos
4788,"[""when compared to the usual , more somber festival entries , davis' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic . "", '']",pos
4789,"['feels untidily honest . ', '']",pos
4790,"['both damning and damned compelling . ', '']",pos
4791,"[""much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words don't really do the era justice . you have to see it . "", '']",pos
4792,"['even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern . ', '']",pos
4793,"['what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map . ', '']",pos
4794,"[""we've seen the hippie-turned-yuppie plot before , but there's an enthusiastic charm in <i ? fire that makes the formula fresh again . "", '']",pos
4795,"['both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter . ', '']",pos
4796,"['a sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration . ', '']",pos
4797,"[""the unique niche of self-critical , behind-the-scenes navel-gazing kaufman has carved from orleans' story and his own infinite insecurity is a work of outstanding originality . "", '']",pos
4798,"['lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness . ', '']",pos
4799,"['consistently clever and suspenseful . ', '']",pos
4800,"['it\'s like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists . ', '']",pos
4801,"['the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill . ', '']",pos
4802,"['red dragon "" never cuts corners . ', '']",pos
4803,"['fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense . ', '']",pos
4804,"['throws in enough clever and unexpected twists to make the formula feel fresh . ', '']",pos
4805,"['weighty and ponderous but every bit as filling as the treat of the title . ', '']",pos
4806,"[""a real audience-pleaser that will strike a chord with anyone who's ever waited in a doctor's office , emergency room , hospital bed or insurance company office . "", '']",pos
4807,"['generates an enormous feeling of empathy for its characters . ', '']",pos
4808,"[""exposing the ways we fool ourselves is one hour photo's real strength . "", '']",pos
4809,"[""it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life . "", '']",pos
4810,"['mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human . ', '']",pos
4811,"[' . . . quite good at providing some good old fashioned spooks . ', '']",pos
4812,"['at its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best . ', '']",pos
4813,"[""scherfig's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky . "", '']",pos
4814,"['a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship . ', '']",pos
4815,"[""the wonderfully lush morvern callar is pure punk existentialism , and ms . ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh's book trainspotting . "", '']",pos
4816,"['as it turns out , you can go home again . ', '']",pos
4817,"[""you've already seen city by the sea under a variety of titles , but it's worth yet another visit . "", '']",pos
4818,"['this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors . ', '']",pos
4819,"[""making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror . "", '']",pos
4820,"[""grown-up quibbles are beside the point here . the little girls understand , and mccracken knows that's all that matters . "", '']",pos
4821,"[""a powerful , chilling , and affecting study of one man's dying fall . "", '']",pos
4822,"['this is a fascinating film because there is no clear-cut hero and no all-out villain . ', '']",pos
4823,"['a dreadful day in irish history is given passionate , if somewhat flawed , treatment . ', '']",pos
4824,"[' . . . a good film that must have baffled the folks in the marketing department . ', '']",pos
4825,"[' . . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality . ', '']",pos
4826,"['devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking . ', '']",pos
4827,"['a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds . ', '']",pos
4828,"[""what's so striking about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair . "", '']",pos
4829,"[""the main story . . . is compelling enough , but it's difficult to shrug off the annoyance of that chatty fish . "", '']",pos
4830,"['the performances are immaculate , with roussillon providing comic relief . ', '']",pos
4831,"[""kinnear . . . gives his best screen performance with an oddly winning portrayal of one of life's ultimate losers . "", '']",pos
4832,"['hugh grant , who has a good line in charm , has never been more charming than in about a boy . ', '']",pos
4833,"[""there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script . "", '']",pos
4834,"[""reminiscent of alfred hitchcock's thrillers , most of the scary parts in 'signs' occur while waiting for things to happen . "", '']",pos
4835,"['one of the best looking and stylish animated movies in quite a while . . . ', '']",pos
4836,"[""its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff . "", '']",pos
4837,"[""denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave's career . it deserves to be seen everywhere . "", '']",pos
4838,"[""you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade . "", '']",pos
4839,"[""waiting for godard can be fruitful : 'in praise of love' is the director's epitaph for himself . "", '']",pos
4840,"['a gangster movie with the capacity to surprise . ', '']",pos
4841,"['the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time . ', '']",pos
4842,"['if not a home run , then at least a solid base hit . ', '']",pos
4843,"['goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse . ', '']",pos
4844,"[' . . . a fairly disposable yet still entertaining b picture . ', '']",pos
4845,"[""it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding . "", '']",pos
4846,"[""the film truly does rescue [the funk brothers] from motown's shadows . it's about time . "", '']",pos
4847,"['drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth . ', '']",pos
4848,"[""works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks . "", '']",pos
4849,"[""[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll . "", '']",pos
4850,"[""a heady , biting , be-bop ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he'll go to weave a protective cocoon around his own ego . "", '']",pos
4851,"['skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults . ', '']",pos
4852,"['the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling . ', '']",pos
4853,"['as refreshing as a drink from a woodland stream . ', '']",pos
4854,"[""williams absolutely nails sy's queasy infatuation and overall strangeness . "", '']",pos
4855,"['can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ? ', '']",pos
4856,"[""while it's nothing we haven't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it's more than a worthwhile effort . "", '']",pos
4857,"['by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better . ', '']",pos
4858,"['an intimate contemplation of two marvelously messy lives . ', '']",pos
4859,"['rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day . ', '']",pos
4860,"['this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party . ', '']",pos
4861,"['poignant if familiar story of a young person suspended between two cultures . ', '']",pos
4862,"['a metaphor for a modern-day urban china searching for its identity . ', '']",pos
4863,"['for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast . ', '']",pos
4864,"[""an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to . "", '']",pos
4865,"['the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority . ', '']",pos
4866,"['despite its faults , gangs excels in spectacle and pacing . ', '']",pos
4867,"['entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together . ', '']",pos
4868,"[""a tightly directed , highly professional film that's old-fashioned in all the best possible ways . "", '']",pos
4869,"[""it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate . "", '']",pos
4870,"['in visual fertility treasure planet rivals the top japanese animations of recent vintage . ', '']",pos
4871,"['enormously enjoyable , high-adrenaline documentary . ', '']",pos
4872,"['buy is an accomplished actress , and this is a big , juicy role . ', '']",pos
4873,"[""it works its magic with such exuberance and passion that the film's length becomes a part of its fun . "", '']",pos
4874,"['beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people . ', '']",pos
4875,"['an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore . ', '']",pos
4876,"[""charlotte sometimes is a gem . it's always enthralling . "", '']",pos
4877,"['in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable sequel . ', '']",pos
4878,"['a remarkable film by bernard rose . ', '']",pos
4879,"[""zhuangzhuang creates delicate balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does . "", '']",pos
4880,"[""a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production . "", '']",pos
4881,"['an original and highly cerebral examination of the psychopathic mind', '']",pos
4882,"[""michel piccoli's moving performance is this films reason for being . "", '']",pos
4883,"['a captivating and intimate study about dying and loving . . . ', '']",pos
4884,"[""this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice . "", '']",pos
4885,"['[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it . ', '']",pos
4886,"['a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime . ', '']",pos
4887,"[""about the best thing you could say about narc is that it's a rock-solid little genre picture . whether you like it or not is basically a matter of taste . "", '']",pos
4888,"['an involving , inspirational drama that sometimes falls prey to its sob-story trappings . ', '']",pos
4889,"['some of the most inventive silliness you are likely to witness in a movie theatre for some time . ', '']",pos
4890,"[""canadian filmmaker gary burns' inventive and mordantly humorous take on the soullessness of work in the city . "", '']",pos
4891,"['a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending . ', '']",pos
4892,"[""everyone's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships . "", '']",pos
4893,"['the closest thing to the experience of space travel', '']",pos
4894,"['full of surprises . ', '']",pos
4895,"[""connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus . "", '']",pos
4896,"[""if you can push on through the slow spots , you'll be rewarded with some fine acting . "", '']",pos
4897,"['an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture . ', '']",pos
4898,"['symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ', '']",pos
4899,"['spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie . ', '']",pos
4900,"['exceptionally well acted by diane lane and richard gere . ', '']",pos
4901,"[""like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock . "", '']",pos
4902,"['in addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ', '']",pos
4903,"['miller has crafted an intriguing story of maternal instincts and misguided acts of affection . ', '']",pos
4904,"['one of the most exciting action films to come out of china in recent years . ', '']",pos
4905,"['this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi . ', '']",pos
4906,"['my little eye is the best little "" horror "" movie i\'ve seen in years . ', '']",pos
4907,"['tunney , brimming with coltish , neurotic energy , holds the screen like a true star . ', '']",pos
4908,"['even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm . ', '']",pos
4909,"[""[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful . "", '']",pos
4910,"['sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too . ', '']",pos
4911,"['the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife . ', '']",pos
4912,"['like the series , the movie is funny , smart , visually inventive , and most of all , alive . ', '']",pos
4913,"['it was filled with shootings , beatings , and more cussing than you could shake a stick at . ', '']",pos
4914,"[""you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both . "", '']",pos
4915,"['sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned . ', '']",pos
4916,"[""time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation . "", '']",pos
4917,"['will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year . ', '']",pos
4918,"['maryam is a small film , but it offers large rewards . ', '']",pos
4919,"['a highly watchable , giggly little story with a sweet edge to it . ', '']",pos
4920,"['the most consistently funny of the austin powers films . ', '']",pos
4921,"[""ana's journey is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be proud of her rubenesque physique . . . "", '']",pos
4922,"['cockettes has the glorious , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie . ', '']",pos
4923,"[""there's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . "", '']",pos
4924,"['the comedy makes social commentary more palatable . ', '']",pos
4925,"['an ideal love story for those intolerant of the more common saccharine genre . ', '']",pos
4926,"['one funny popcorn flick . ', '']",pos
4927,"[""this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ? "", '']",pos
4928,"['tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham . ', '']",pos
4929,"['this gorgeous epic is guaranteed to lift the spirits of the whole family . ', '']",pos
4930,"['the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough . ', '']",pos
4931,"['williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity . ', '']",pos
4932,"[""if you're in the right b-movie frame of mind , it may just scare the pants off you . "", '']",pos
4933,"['a movie of riveting power and sadness . ', '']",pos
4934,"['both a detective story and a romance spiced with the intrigue of academic skullduggery and politics . ', '']",pos
4935,"['quietly engaging . ', '']",pos
4936,"['ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining . ', '']",pos
4937,"[""director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together . "", '']",pos
4938,"[""spielberg's picture is smarter and subtler than [total recall and blade runner] , although its plot may prove too convoluted for fun-seeking summer audiences . "", '']",pos
4939,"[""it's got all the familiar bruckheimer elements , and schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas . "", '']",pos
